ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
São Luís - Cidade Operária,Barreirinhas ,Estudo,Raramente,Tarde (12h - 18h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Outros,1 a 2 vezes por semana,Noite (18h - 00h)
São Luís - Cidade Operária,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Alcântara,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,Bacuri,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,Morros,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cidade Operária,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,Paço do Lumiar,Compras (Comércio),Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Lazer / Turismo,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Presidente Dutra ,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cidade Operária,Raposa,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,Raposa,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Rosário,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,Santo Amaro,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,3 a 5 vezes por semana,Noite (18h - 00h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cidade Operária,São José de Ribamar,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Madrugada (00h - 5h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Bancaga,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Serviços ,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,3 a 5 vezes por semana,Noite (18h - 00h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,Raramente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Noite (18h - 00h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Noite (18h - 00h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Noite (18h - 00h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cidade Operária,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
